Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene % GC content	MGI symbol
ENSMUSG00000015095	2	25500750	25505471	1	57.03	Fbxw5
ENSMUSG00000058922	9	123689233	123690192	-1	48.44	Gm10052
ENSMUSG00000090608	9	123678096	123701046	1	40.97	Gm17200
ENSMUSG00000021484	13	55343833	55362783	-1	50.70	Lman2
ENSMUSG00000087129	2	163685004	163692279	-1	45.59	Gm16316
ENSMUSG00000014313	15	35925886	35938246	-1	42.47	Cox6c
ENSMUSG00000036814	9	123634770	123678885	-1	43.50	Slc6a20a
ENSMUSG00000100955	1	103171926	103268593	1	39.69	Gm18728
ENSMUSG00000035268	2	163658386	163726158	1	47.08	Pkig
ENSMUSG00000094948	4	60836908	60839649	1	39.97	Gm21286
ENSMUSG00000034620	10	122078114	122097371	-1	39.66	Tmem5
ENSMUSG00000100236	1	58785209	58785659	1	46.56	Gm3841
ENSMUSG00000099889	7	48684621	48685614	-1	42.96	Mrgprb11-ps
ENSMUSG00000114763	13	59758935	59782245	-1	46.36	Gm49354
ENSMUSG00000096652	4	61163063	61165771	1	40.24	Mup-ps9
ENSMUSG00000029713	5	137528127	137533510	-1	60.09	Gnb2
ENSMUSG00000104759	7	15766814	15767199	-1	39.38	Ranbp2-ps12
ENSMUSG00000099839	1	87142874	87146983	-1	51.46	Gm29374
ENSMUSG00000114835	13	59781062	59781578	-1	42.36	Gm48194
ENSMUSG00000105410	7	15787864	15788160	-1	43.10	Gtpbp4-ps7
ENSMUSG00000021134	12	80945504	80950507	1	44.70	Srsf5
ENSMUSG00000044792	13	59755409	59769810	-1	47.76	Isca1
ENSMUSG00000029781	6	56832059	56879358	1	44.16	Fkbp9
ENSMUSG00000072849	12	103946931	103958975	-1	49.56	Serpina1e
ENSMUSG00000116558	12	20312515	20312640	1	65.87	
ENSMUSG00000095711	14	53640701	53641225	1	48.38	Trav14-2
ENSMUSG00000024498	18	42511510	42575551	1	39.10	Tcerg1
ENSMUSG00000092576	7	15820167	15825815	-1	41.56	Obox4-ps35
ENSMUSG00000090214	16	33770430	33796874	-1	44.49	Gm15657
ENSMUSG00000004791	12	85166635	85177790	-1	54.32	Pgf
ENSMUSG00000081042	X	8105294	8106113	1	45.24	Psmb7-ps2
ENSMUSG00000107356	5	93410762	93411860	1	45.59	Gm18118
ENSMUSG00000116715	12	20319605	20322795	1	35.16	
ENSMUSG00000086404	X	8097087	8106701	1	43.78	Gm6787
ENSMUSG00000089873	4	61224307	61228286	-1	41.21	Mup13
ENSMUSG00000095082	X	149941655	149984982	1	40.13	Gm15091
ENSMUSG00000109170	7	48724380	48726822	-1	43.88	Gm45086
ENSMUSG00000109645	8	97876154	97876520	1	49.32	Gm45246
ENSMUSG00000112754	12	7417425	7418124	-1	54.29	Gm9139
ENSMUSG00000113749	12	20417722	20418442	1	51.60	Mrto4-ps1
ENSMUSG00000116606	12	20426913	20435417	1	40.13	
ENSMUSG00000107680	6	89526839	89527455	-1	37.12	Gm43903
ENSMUSG00000112951	12	20415937	20416075	1	66.19	Gm40881
ENSMUSG00000039646	16	4639941	4650802	1	54.80	Vasn
ENSMUSG00000112833	10	56431981	56475967	1	41.11	Gm36595
ENSMUSG00000029851	6	42623016	42645254	-1	42.39	Tcaf2
ENSMUSG00000036304	16	43965033	43979791	-1	47.36	Zdhhc23
ENSMUSG00000087102	2	77840616	77842936	1	45.15	Gm13661
ENSMUSG00000112175	10	56436354	56437603	-1	39.68	4930452L12Rik
ENSMUSG00000082173	4	61243577	61246293	1	39.86	Mup-ps10
ENSMUSG00000111952	10	122119700	122130558	1	41.93	Gm4489
ENSMUSG00000106849	5	130618124	130618551	-1	42.29	Gm43418
ENSMUSG00000097480	1	97001820	97002783	-1	44.29	Gm9499
ENSMUSG00000041583	7	15833241	15839678	-1	46.78	Obox6
ENSMUSG00000115775	15	49194337	49203313	1	34.02	Gm41318
ENSMUSG00000050777	1	120067377	120074074	-1	53.61	Tmem37
ENSMUSG00000060371	5	130369455	130847412	1	44.11	Caln1
ENSMUSG00000112825	10	56497341	56498094	1	41.25	Gm9118
ENSMUSG00000098138	10	122169373	122170363	1	52.98	Gm9081
ENSMUSG00000109348	7	58518162	58518530	1	46.34	Gm44852
ENSMUSG00000022108	14	73362226	73385289	-1	43.49	Itm2b
ENSMUSG00000044757	1	97024681	97025928	1	50.40	Gm6430
ENSMUSG00000037646	15	35371160	35931229	1	39.18	Vps13b
ENSMUSG00000060131	2	126320973	126500674	-1	41.64	Atp8b4
ENSMUSG00000024818	19	5877808	5885766	1	52.23	Slc25a45
ENSMUSG00000100968	Y	670179	695777	-1	43.40	Gm2098
ENSMUSG00000112305	10	122199150	122199498	1	44.13	Gm48875
ENSMUSG00000089875	13	59769497	59775407	1	46.56	Etohd2
ENSMUSG00000079070	8	32888505	32950026	-1	39.23	Gm3985
ENSMUSG00000100454	1	97024516	97025565	-1	49.24	Gm28901
ENSMUSG00000060600	11	70657202	70662513	1	52.22	Eno3
ENSMUSG00000027276	2	137081456	137116644	-1	47.37	Jag1
ENSMUSG00000097086	10	22046114	22046985	-1	43.12	Gm7672
ENSMUSG00000032324	9	56131725	56165477	-1	43.56	Tspan3
ENSMUSG00000090535	10	22040701	22048512	-1	43.98	Gm8540
ENSMUSG00000015854	3	87357881	87371073	1	43.01	Cd5l
ENSMUSG00000101212	Y	5146887	5147582	1	44.54	Gm29354
ENSMUSG00000045048	10	56656194	56656886	1	42.42	Gm9795
ENSMUSG00000116537	12	20451675	20459211	1	47.54	
ENSMUSG00000114190	12	99569740	99571414	1	48.30	4930556H04Rik
ENSMUSG00000020123	10	122448499	122453452	1	44.45	Avpr1a
ENSMUSG00000113138	12	99567882	99569668	-1	45.05	Gm47177
ENSMUSG00000110941	11	83160079	83160172	-1	43.62	Gm48477
ENSMUSG00000111953	10	22052251	22054150	1	44.11	Gm18637
ENSMUSG00000097917	12	99563796	99620038	1	44.71	Gm26839
ENSMUSG00000113026	12	20512785	20512954	-1	42.35	Gm48669
ENSMUSG00000111340	9	123644194	123646987	-1	40.84	Gm47171
ENSMUSG00000112794	10	122454132	122456809	1	37.75	Gm48878
ENSMUSG00000052776	5	120896256	120907521	-1	45.06	Oas1a
ENSMUSG00000102197	12	72950895	72951710	1	37.99	Gm38170
ENSMUSG00000110735	9	123643166	123645489	1	41.82	Gm47173
ENSMUSG00000112873	10	122405113	122546498	-1	41.61	Gm48877
ENSMUSG00000097010	12	72945807	72965931	1	43.06	Gm26709
ENSMUSG00000001158	6	86675151	86684522	-1	43.33	Snrnp27
ENSMUSG00000112774	10	122386892	122435033	1	40.97	Gm36041
ENSMUSG00000025241	9	123789500	123851899	-1	43.46	Fyco1
ENSMUSG00000113820	12	20545201	20550720	1	47.32	Gm4012
ENSMUSG00000026029	1	58795374	58847503	1	42.29	Casp8
ENSMUSG00000038175	13	45389742	45412022	1	47.04	Mylip
ENSMUSG00000112095	10	122565023	122569891	-1	42.47	A130077B15Rik
ENSMUSG00000081837	X	58184163	58184486	-1	47.84	Gm14649
ENSMUSG00000029125	5	38038742	38137765	1	44.59	Stx18
ENSMUSG00000069712	10	22066307	22068079	-1	46.70	4930444G20Rik
ENSMUSG00000084044	X	58225079	58225758	1	44.56	Gm14647
ENSMUSG00000115446	15	49913382	49914021	1	41.88	Gm49186
ENSMUSG00000110214	8	32972831	33056091	-1	39.95	Gm45587
ENSMUSG00000084305	X	58427659	58428075	-1	45.08	Gm14645
ENSMUSG00000113293	12	20606446	20606593	1	50.68	Gm48688
ENSMUSG00000115478	15	50286898	50335014	1	36.24	Gm49198
ENSMUSG00000028683	4	117019402	117087306	1	43.21	Eif2b3
ENSMUSG00000063838	7	4151260	4164860	-1	43.89	Cdc42ep5
ENSMUSG00000083982	X	58630400	58631288	-1	49.72	Gm14650
ENSMUSG00000101841	11	9149778	9150597	-1	52.32	Gm11993
ENSMUSG00000035150	X	94188707	94212862	-1	41.36	Eif2s3x
ENSMUSG00000081373	X	58630187	58632738	-1	45.69	Gm16436
ENSMUSG00000015083	2	25498651	25501719	-1	56.17	C8g
ENSMUSG00000080810	11	118204712	118205179	-1	51.71	Gm11737
ENSMUSG00000111152	11	83171749	83171842	-1	43.62	Gm48490
ENSMUSG00000095430	7	11664479	11680147	-1	37.20	Vmn1r72
ENSMUSG00000049410	4	134053838	134058996	1	52.96	Zfp683
ENSMUSG00000017132	11	118132019	118248592	-1	48.64	Cyth1
ENSMUSG00000026812	2	28641228	28691167	1	46.34	Tsc1
ENSMUSG00000114129	12	20615302	20615440	1	65.47	Gm16476
ENSMUSG00000113681	12	85187514	85187805	-1	49.66	Gm45930
ENSMUSG00000113157	12	20615014	20664803	1	44.34	Gm48693
ENSMUSG00000086194	1	21354005	21355116	1	47.57	Gm16329
ENSMUSG00000000579	17	6601671	6609774	1	47.56	Dynlt1c
ENSMUSG00000116635	12	20664517	20670194	1	46.94	
ENSMUSG00000000204	11	83175186	83190216	1	43.30	Slfn4
ENSMUSG00000094436	1	21364803	21365030	1	42.11	Gm16327
ENSMUSG00000038538	6	38433950	38524825	1	40.11	Ubn2
ENSMUSG00000027014	2	77881159	77946375	-1	40.82	Cwc22
ENSMUSG00000116883	12	20615343	20637948	1	42.96	
ENSMUSG00000109883	7	11687829	11688216	-1	40.46	Gm18850
ENSMUSG00000085012	6	113308666	113326747	-1	47.40	Gm15492
ENSMUSG00000026247	1	87147655	87156521	-1	58.33	Ecel1
ENSMUSG00000102890	1	166043339	166043691	-1	55.24	Gm7626
ENSMUSG00000052014	5	130378778	130384631	-1	44.86	A330070K13Rik
ENSMUSG00000071267	17	21926960	21962464	-1	38.12	Zfp942
ENSMUSG00000102484	1	166092415	166092575	1	37.89	Gm37923
ENSMUSG00000109492	7	99090232	99090882	1	45.47	Gm33882
ENSMUSG00000032116	9	36729344	36767679	-1	39.86	Stt3a
ENSMUSG00000109073	7	99122070	99123459	-1	45.18	Gm44975
ENSMUSG00000040990	X	159627272	159978069	1	41.79	Sh3kbp1
ENSMUSG00000109130	7	98904268	98908055	1	46.62	Gm45187
ENSMUSG00000030131	6	122006761	122085965	1	39.80	Mug2
ENSMUSG00000108197	6	86687823	86688428	-1	46.37	Gm44214
ENSMUSG00000026564	1	166098148	166127922	-1	46.52	Dusp27
ENSMUSG00000110385	7	11716716	11720271	1	41.45	Gm19093
ENSMUSG00000035354	7	98885021	99141141	-1	44.77	Uvrag
ENSMUSG00000090793	5	13811242	13814452	1	44.63	Gm6650
ENSMUSG00000055531	10	117344673	117380015	-1	38.09	Cpsf6
ENSMUSG00000041722	1	21368331	21370845	1	43.54	Khdc1c
ENSMUSG00000112323	12	7524002	7859766	-1	40.10	Gm32828
ENSMUSG00000042406	15	80255184	80257541	1	56.45	Atf4
ENSMUSG00000001157	6	86691768	86733383	-1	43.35	Gmcl1
ENSMUSG00000106615	5	13838233	13839535	-1	47.05	Gm8968
ENSMUSG00000051687	7	11730266	11762081	1	37.53	Vmn1r73
ENSMUSG00000028423	4	40970906	41025993	1	43.89	Nfx1
ENSMUSG00000021751	14	8225511	8259353	-1	46.00	Acox2
ENSMUSG00000091172	9	123635388	123637325	1	42.36	Gm17120
ENSMUSG00000110060	7	46204549	46208201	1	50.75	Gm9860
ENSMUSG00000083486	X	12179718	12180067	-1	50.86	Gm14521
ENSMUSG00000048521	9	123806475	123811760	1	41.20	Cxcr6
ENSMUSG00000085507	1	21372670	21373764	1	47.58	Gm2709
ENSMUSG00000020396	11	4938754	4948064	-1	52.44	Nefh
ENSMUSG00000095534	X	150013712	150015213	1	42.94	Gm15102
ENSMUSG00000115040	15	35733604	35734622	1	55.74	Gm18994
ENSMUSG00000115144	15	35589314	35591638	1	44.52	Gm7968
ENSMUSG00000032623	5	120914536	120921652	1	49.87	Oas1d
ENSMUSG00000115829	15	35368453	35373147	-1	42.73	Gm48960
ENSMUSG00000090215	7	104329471	104336909	1	43.57	Trim34b
ENSMUSG00000081827	X	150032993	150034051	1	44.48	Gm15103
ENSMUSG00000110398	7	11773668	11773986	-1	41.38	Gm45616
ENSMUSG00000115793	15	35860510	35863368	1	38.93	Gm48961
ENSMUSG00000045508	13	21346910	21347964	1	45.21	Olfr1367
ENSMUSG00000110182	7	11774006	11774214	1	42.58	Gm45617
ENSMUSG00000115340	15	35855394	35857791	1	42.95	Gm48965
ENSMUSG00000094926	1	21379555	21379782	1	42.11	Gm16533
ENSMUSG00000115837	15	35787154	35790279	1	42.13	9130002K18Rik
ENSMUSG00000087591	X	12339782	12354996	-1	47.05	Gm14635
ENSMUSG00000003657	8	110137502	110168210	-1	48.98	Calb2
ENSMUSG00000115314	15	35568243	35569885	1	35.97	Gm48966
ENSMUSG00000108208	6	122034504	122034635	-1	46.97	Gm44184
ENSMUSG00000036721	13	21362820	21372289	1	42.49	Zscan12
ENSMUSG00000026331	1	97059038	97128301	-1	36.18	Slco6c1
ENSMUSG00000114203	13	98994151	98997418	1	49.08	Gm35279
ENSMUSG00000102719	1	58797783	58801623	1	38.27	Gm37760
ENSMUSG00000079470	1	78658038	78671512	1	43.61	Utp14b
ENSMUSG00000114414	13	99007099	99021695	1	43.50	A930014D07Rik
ENSMUSG00000112191	10	56829086	56829307	-1	40.99	Gm31931
ENSMUSG00000105521	5	13877166	13877676	1	43.25	Gm35702
ENSMUSG00000035873	10	108332121	108414240	1	43.92	Pawr
ENSMUSG00000047655	7	11833980	11853276	1	35.83	Vmn1r74
ENSMUSG00000085408	4	116589733	116597630	-1	44.21	C530005A16Rik
ENSMUSG00000112837	10	56909674	56914765	-1	39.45	Gm48053
ENSMUSG00000114283	13	99034309	99034848	-1	46.11	Gm47057
ENSMUSG00000073233	12	7859900	7860907	1	52.78	Gm9144
ENSMUSG00000110173	7	11845253	11845720	-1	44.44	Gm6929
ENSMUSG00000034042	4	116557658	116593882	1	40.54	Gpbp1l1
ENSMUSG00000105614	5	13879219	13880182	1	58.61	Dnd1-ps
ENSMUSG00000100410	13	99076526	99087921	-1	46.46	2310020H05Rik
ENSMUSG00000110727	9	41659164	41675054	-1	40.95	Gm48784
ENSMUSG00000112615	12	7878109	7883870	-1	40.75	Gm18337
ENSMUSG00000031078	7	144435733	144471009	-1	51.21	Cttn
ENSMUSG00000112327	10	56970329	56982232	-1	40.01	Gm36827
ENSMUSG00000097848	13	99100706	99107580	1	45.21	Gm807
ENSMUSG00000072115	14	51091150	51102009	1	44.49	Ang
ENSMUSG00000112345	10	57117222	57157621	1	39.53	Gm40652
ENSMUSG00000040170	1	162874317	162898726	-1	41.56	Fmo2
ENSMUSG00000109398	7	6343759	6355956	1	44.82	Gm3854
ENSMUSG00000087620	X	105348282	105391776	-1	38.66	5330434G04Rik
ENSMUSG00000050919	13	99184823	99250656	1	45.32	Zfp366
ENSMUSG00000076848	14	53649404	53649994	1	46.02	Trav15-2-dv6-2
ENSMUSG00000109080	7	6342995	6344005	-1	43.32	Gm38944
ENSMUSG00000033487	14	72537946	72710003	-1	39.12	Fndc3a
ENSMUSG00000021876	14	51091077	51106151	1	44.68	Rnase4
ENSMUSG00000053347	17	21962552	22071168	1	41.11	Zfp943
ENSMUSG00000086071	4	19716732	19720199	-1	41.46	Gm12354
ENSMUSG00000033578	X	134295225	134305969	1	43.64	Tmem35a
ENSMUSG00000071204	6	122136628	122152016	1	39.56	Gm10319
ENSMUSG00000068921	3	88920803	88951181	-1	46.34	Dap3
ENSMUSG00000112465	12	7897573	7898274	1	41.03	Gm18387
ENSMUSG00000087622	11	64164573	64182171	1	44.48	Gm12290
ENSMUSG00000112006	12	7911889	7950061	-1	39.64	Gm48633
ENSMUSG00000039470	8	40423815	40510268	1	39.27	Zdhhc2
ENSMUSG00000041052	4	19818725	19842218	1	39.21	Slc7a13
ENSMUSG00000092147	17	22039028	22040539	-1	48.54	Gm7052
ENSMUSG00000101438	17	33919279	33920289	-1	58.26	Gm19412
ENSMUSG00000086004	17	21964136	21964583	-1	50.45	Gm7805
ENSMUSG00000035900	15	86057695	86137634	1	52.63	Gramd4
ENSMUSG00000099397	17	21967501	21968242	-1	51.75	Gm7809
ENSMUSG00000000056	11	121237253	121255856	1	46.96	Narf
ENSMUSG00000021650	13	99319647	99344705	-1	46.05	Ptcd2
ENSMUSG00000107276	5	38134394	38136097	-1	49.71	Gm42858
ENSMUSG00000024070	17	78949405	79020816	-1	40.44	Prkd3
ENSMUSG00000024308	17	33915899	33929288	1	53.40	Tapbp
ENSMUSG00000027782	3	69067149	69127113	-1	37.04	Kpna4
ENSMUSG00000035836	5	86916638	86926530	-1	34.80	Ugt2b1
ENSMUSG00000111444	9	60919223	60949373	1	47.05	Gm47923
ENSMUSG00000092326	7	11853957	11854348	1	39.29	Vmn1r-ps55
ENSMUSG00000029126	5	38137192	38159907	-1	51.63	Nsg1
ENSMUSG00000100211	12	99626053	99627974	-1	45.53	1700064M15Rik
ENSMUSG00000081461	X	12456886	12457230	-1	44.06	Rpl30-ps11
ENSMUSG00000055789	16	58635167	58638739	-1	41.28	E330017A01Rik
ENSMUSG00000115987	15	76622087	76626086	-1	54.88	Vps28
ENSMUSG00000090023	9	14845613	14847835	1	45.97	Gm16302
ENSMUSG00000059658	9	14845365	14845712	-1	60.63	Gm16379
ENSMUSG00000094767	X	150083529	150085298	1	45.03	Gm8402
ENSMUSG00000085079	1	21383556	21386373	1	44.00	Khdc1b
ENSMUSG00000109282	7	98895930	98899545	1	49.42	Gm45188
ENSMUSG00000074305	9	56201126	56418067	-1	40.28	Peak1
ENSMUSG00000107473	6	77984516	77986568	1	36.58	Gm44255
ENSMUSG00000099385	9	87394250	87394727	1	51.05	Gm9540
ENSMUSG00000111290	9	61013481	61019797	1	51.53	Gm5122
ENSMUSG00000072945	X	139779549	139782353	-1	51.62	Ripply1
ENSMUSG00000028238	4	19876841	19922605	-1	39.80	Atp6v0d2
ENSMUSG00000102683	9	87498112	87498498	1	49.87	Gm37375
ENSMUSG00000109762	7	11866593	11866855	1	50.57	Gm34779
ENSMUSG00000024732	19	10941481	10949266	-1	51.53	Ccdc86
ENSMUSG00000085679	1	21390906	21391101	1	49.49	Gm16328
ENSMUSG00000113012	12	99639716	99641924	-1	48.08	Gm47196
ENSMUSG00000104798	5	86960121	86961714	-1	41.22	Gm20121
ENSMUSG00000103322	3	62123207	62123565	1	37.33	Gm37404
ENSMUSG00000111180	9	61049009	61055819	-1	48.05	Gm39348
ENSMUSG00000034035	4	116596654	116600266	1	50.04	Ccdc17
ENSMUSG00000032419	9	87702800	87731260	-1	40.65	Tbx18
ENSMUSG00000111147	9	61032212	61059116	1	49.95	
ENSMUSG00000043308	7	11874630	11884307	1	35.21	Vmn1r75
ENSMUSG00000034117	19	10937160	10942511	1	51.55	Ptgdr2
ENSMUSG00000017697	2	163726584	163750239	-1	51.38	Ada
ENSMUSG00000032059	9	50775019	50843542	1	45.27	Alg9
ENSMUSG00000048592	X	150220716	150226021	-1	40.18	Gm5946
ENSMUSG00000083557	8	33191196	33192296	-1	43.78	Gm6877
ENSMUSG00000113136	12	99643093	99647221	1	48.66	Gm19951
ENSMUSG00000105643	3	157980248	157983654	1	40.59	Gm42611
ENSMUSG00000059323	15	76626002	76639958	-1	53.12	Tonsl
ENSMUSG00000031932	9	14860210	14870789	1	49.45	Gpr83
ENSMUSG00000102617	9	56263599	56265167	1	40.98	Gm37842
ENSMUSG00000039988	3	157947239	158008034	1	39.65	Ankrd13c
ENSMUSG00000036885	3	62338344	62462221	1	41.76	Arhgef26
ENSMUSG00000087360	X	150312601	150333065	-1	41.41	Gm15104
ENSMUSG00000097111	9	56257890	56267780	1	43.43	Peak1os
ENSMUSG00000102419	9	56414031	56416066	-1	39.39	Gm36940
ENSMUSG00000113632	12	24176380	24179269	-1	48.55	Gm47446
ENSMUSG00000099543	9	56239285	56240751	-1	40.90	Gm29322
ENSMUSG00000100484	1	97162860	97310664	1	38.62	Gm7133
ENSMUSG00000103094	3	69119742	69122724	-1	36.61	Gm37558
ENSMUSG00000082053	4	66725070	66725544	-1	53.05	Gm11220
ENSMUSG00000112975	12	24252056	24252181	-1	64.29	Gm21297
ENSMUSG00000103710	9	87729285	87732090	1	58.80	D030062O11Rik
ENSMUSG00000082782	7	4176363	4177235	-1	40.09	Gm5319
ENSMUSG00000031022	7	109712181	109723850	-1	47.55	BC051019
ENSMUSG00000108641	7	4177367	4177520	1	42.86	Gm44807
ENSMUSG00000096539	X	30681894	30702935	1	36.37	Gm7438
ENSMUSG00000111807	9	61103012	61105385	-1	47.43	4933433G08Rik
ENSMUSG00000083309	7	4207832	4208668	1	46.71	Gm15926
ENSMUSG00000036480	1	87183313	87188405	1	57.80	Prss56
ENSMUSG00000113446	13	45431002	45431331	1	41.21	Gm47455
ENSMUSG00000047473	7	29783998	29794702	1	46.44	Zfp30
ENSMUSG00000093880	17	6613753	6639790	-1	48.72	Tmem181c-ps
ENSMUSG00000114120	12	24302807	24308251	-1	47.46	Gm4120
ENSMUSG00000115223	14	119784759	119785094	-1	57.44	Gm48985
ENSMUSG00000113417	12	24367361	24367480	-1	50.83	Gm47478
ENSMUSG00000115684	14	119278424	119279086	1	47.81	Gm6087
ENSMUSG00000115639	14	119798978	119817574	1	42.18	4930404K13Rik
ENSMUSG00000113403	12	24382254	24383161	-1	45.04	Gm9315
ENSMUSG00000046441	8	110215665	110224486	1	44.79	Cmtr2
ENSMUSG00000059475	9	20468549	20492746	-1	42.52	Zfp426
ENSMUSG00000057160	12	24493207	24493656	-1	54.44	Gm16372
ENSMUSG00000001151	10	76351263	76442786	-1	47.60	Pcnt
ENSMUSG00000000811	6	89643988	89675529	1	47.25	Txnrd3
ENSMUSG00000115560	15	23401464	23414457	-1	35.94	Gm49191
ENSMUSG00000100274	14	119749225	119751564	1	42.91	1700006F04Rik
ENSMUSG00000083860	2	15127600	15128683	1	39.94	Gm13313
ENSMUSG00000111354	9	61102229	61127031	-1	48.10	Gm33914
ENSMUSG00000091194	15	22935487	22937241	1	42.51	Gm19840
ENSMUSG00000111169	9	61081951	61117839	1	47.44	Gm34004
ENSMUSG00000053465	14	119138341	119869815	1	40.69	Hs6st3
ENSMUSG00000040420	15	22549022	23474418	1	36.50	Cdh18
ENSMUSG00000081928	X	150367713	150367916	-1	63.24	Gm15105
ENSMUSG00000089680	15	86087640	86090060	-1	52.50	Gm15722
ENSMUSG00000090216	14	72589752	72603367	1	39.46	Gm16549
ENSMUSG00000115196	14	119644012	119644231	1	54.09	Gm6212
ENSMUSG00000055150	7	6363280	6382605	1	43.58	Zfp78
ENSMUSG00000029380	5	90891241	90893115	1	44.64	Cxcl1
ENSMUSG00000005716	15	78191114	78206400	-1	52.25	Pvalb
ENSMUSG00000112532	10	108417251	108453297	1	43.97	Gm36283
ENSMUSG00000092261	9	21533627	21533985	-1	47.08	Gm20519
ENSMUSG00000018986	11	83191330	83215154	1	41.39	Slfn3
ENSMUSG00000057191	9	21526176	21545333	1	47.36	AB124611
ENSMUSG00000029714	5	137518548	137527935	1	58.39	Gigyf1
ENSMUSG00000084962	11	3534238	3534907	1	47.76	Gm11947
ENSMUSG00000036045	11	54158926	54160056	1	50.04	Gm12221
ENSMUSG00000109681	8	98196676	98197515	-1	41.19	Gm17997
ENSMUSG00000031601	8	40492540	40515847	-1	38.82	Cnot7
ENSMUSG00000051390	17	33915904	33919324	1	58.81	Zbtb22
ENSMUSG00000029780	6	56882400	56923932	-1	41.31	Nt5c3
ENSMUSG00000110194	8	98223527	98224663	-1	49.78	Gm7192
ENSMUSG00000020439	11	3517523	3540612	-1	54.34	Smtn
ENSMUSG00000031023	7	109703690	109712189	1	45.46	Akip1
ENSMUSG00000110011	8	98878726	98878897	-1	35.47	Gm29817
ENSMUSG00000060068	11	54199433	54199692	1	45.38	Gm12222
ENSMUSG00000103502	3	62337524	62340532	-1	54.24	9330121J05Rik
ENSMUSG00000061462	11	58994256	59136402	-1	51.77	Obscn
ENSMUSG00000086209	11	54177772	54213285	-1	43.20	4933405E24Rik
ENSMUSG00000097739	10	22074237	22103313	1	41.18	Gm2539
ENSMUSG00000057143	7	104338754	104353362	-1	41.48	Trim12c
ENSMUSG00000058427	5	90903871	90905938	1	45.07	Cxcl2
ENSMUSG00000026209	1	75307896	75317990	-1	53.11	Dnpep
ENSMUSG00000085228	7	144469533	144469993	-1	55.75	Gm14376
ENSMUSG00000101397	6	122176015	122248563	1	40.67	Mug-ps1
ENSMUSG00000094985	9	122747346	122802135	1	39.64	Topaz1
ENSMUSG00000020828	11	70540064	70558110	1	49.58	Pld2
ENSMUSG00000039005	4	66827584	66930284	1	39.76	Tlr4
ENSMUSG00000093865	3	129787881	129804030	-1	43.78	Lrit3
ENSMUSG00000112217	10	57266499	57266754	-1	43.36	Gm48055
ENSMUSG00000087353	2	77879753	77881467	-1	41.11	Gm13727
ENSMUSG00000024579	18	61696837	61707635	-1	51.30	Pcyox1l
ENSMUSG00000041578	7	15865947	15879968	-1	45.51	Crx
ENSMUSG00000037971	9	50762828	50775520	-1	44.13	1110032A03Rik
ENSMUSG00000027351	2	117121374	117182279	1	37.86	Spred1
ENSMUSG00000058741	7	25301411	25304132	1	50.26	Prr19
ENSMUSG00000086862	2	58164001	58177063	1	40.06	Gm13546
ENSMUSG00000083204	2	94590821	94591421	-1	49.42	Gm13788
ENSMUSG00000108877	7	58554920	58555320	1	47.63	Gm45157
ENSMUSG00000081191	13	21380691	21381130	-1	52.73	Gm11271
ENSMUSG00000052157	X	155304199	155305749	-1	40.68	Gm650
ENSMUSG00000087069	2	94729014	94730738	-1	40.81	Gm13793
ENSMUSG00000001542	13	75706757	75772364	1	40.06	Ell2
ENSMUSG00000006058	11	96034885	96047430	1	45.02	Snf8
ENSMUSG00000069554	19	38051774	38054528	-1	43.34	I830134H01Rik
ENSMUSG00000107961	6	86733489	86737065	1	45.12	Gm44036
ENSMUSG00000026832	2	58129137	58195532	-1	40.05	Cytip
ENSMUSG00000085352	5	14056438	14074157	-1	36.55	Gm4128
ENSMUSG00000035273	5	100679484	100719716	-1	44.64	Hpse
ENSMUSG00000012123	4	134060815	134092504	1	51.73	Crybg2
ENSMUSG00000095978	4	61318730	61325417	1	39.65	Mup-ps11
ENSMUSG00000063531	5	14025276	14256689	1	37.15	Sema3e
ENSMUSG00000069971	8	87563853	87589424	1	44.70	4933402J07Rik
ENSMUSG00000029994	6	86736840	86793584	-1	46.20	Anxa4
ENSMUSG00000006476	2	25054355	25062881	1	57.30	Nsmf
ENSMUSG00000095532	4	61534230	61536973	1	40.01	Mup-ps13
ENSMUSG00000106237	5	137510253	137517501	1	55.03	Gm8066
ENSMUSG00000104678	3	117888573	117889014	-1	50.90	Gm4321
ENSMUSG00000090873	5	137532423	137540718	1	48.70	Gm17112
ENSMUSG00000073835	4	61452244	61454952	1	39.65	Mup-ps12
ENSMUSG00000078451	10	41490439	41514286	1	44.87	Ppil6
ENSMUSG00000029715	5	137501438	137502518	-1	56.89	Pop7
ENSMUSG00000021927	15	22713868	22714830	-1	47.35	Hnrnpa1l2-ps2
ENSMUSG00000096674	4	61435790	61439743	-1	40.87	Mup15
ENSMUSG00000115530	14	73493093	73493924	1	45.43	Gm4266
ENSMUSG00000063383	17	22144359	22166190	-1	37.61	Zfp947
ENSMUSG00000000544	1	166130238	166166510	1	48.91	Gpa33
ENSMUSG00000084906	2	95394242	95397651	1	37.92	Gm13794
ENSMUSG00000105851	5	137502673	137503628	1	52.82	9130604C24Rik
ENSMUSG00000073830	4	61300023	61304000	-1	41.25	Mup14
ENSMUSG00000081757	2	95677717	95677855	1	44.60	Gm13798
ENSMUSG00000033032	18	61730261	61786702	-1	48.13	Afap1l1
ENSMUSG00000022109	14	73510025	73518849	1	44.88	Med4
